Step 1,Step 2,Step 3,User Name,title,Bin Category,Quarter-Year,Week Number,Week Start Date,Week End Date,Count,capstone_name
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,GM013431,ABC Branch Manager,Power User,2024Q2,Week 10,2024-06-03,2024-06-09,1,Gary Mays
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,HW055779,ABC Branch Manager,Regular User,2024Q2,Week 3,2024-04-15,2024-04-21,1,Heidi Watson
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,JG071406,ABC Branch Manager,Power User,2024Q2,Week 2,2024-04-08,2024-04-14,1,Jay Glover
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,JH060804,ABC Branch Manager,Power User,2024Q2,Week 2,2024-04-08,2024-04-14,1,James Hammond
/shared/EA Specialists/Customer/Private Rebates/Quarterly Private Rebates/Southeast/Chris Wagner - Firestone Quarterly Reports/Chris Wagner - Fireston,/shared/EA Specialists/Customer/Private Rebates/Quarterly Private Rebates/Southeast/Cody Herring - Guy Roofing/Cody Herring - Guy Roofing Quarterly Re,/shared/EA Specialists/Customer/Private Rebates/Quarterly Private Rebates/Southeast/Coe Steele - Latite Roofing & Sheet Metal/Coe Steele - Latite Roof,PA066258,Enterprise Analytics Analyst,Power User,2023Q3,Week 1,2023-07-01,2023-07-07,1,Patricia Anderson DDS
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,JP022001,ABC Branch Manager,Regular User,2024Q2,Week 11,2024-06-10,2024-06-16,1,Julie Pierce
/shared/EA Specialists/Customer/Private Rebates/Quarterly Private Rebates/Southeast/Chris Wagner - Firestone Quarterly Reports/Chris Wagner - Fireston,/shared/EA Specialists/Customer/Private Rebates/Quarterly Private Rebates/Southeast/Ed Mincey - Crown Roofing/Ed Mincey - Crown Roofing Quarterly Repo,/shared/EA Specialists/Customer/Private Rebates/Quarterly Private Rebates/Southeast/Coe Steele - Latite Roofing & Sheet Metal/Coe Steele - Latite Roof,PA066258,Enterprise Analytics Analyst,Power User,2023Q4,Week 1,2023-10-01,2023-10-07,1,Patricia Anderson DDS
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,JP073331,ABC Branch Manager,Power User,2024Q2,Week 10,2024-06-03,2024-06-09,1,Jonathan Powell
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,JS024738,ABC Branch Manager,Regular User,2024Q2,Week 12,2024-06-17,2024-06-23,1,Jacqueline Smith
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,JS024738,ABC Branch Manager,Regular User,2024Q2,Week 3,2024-04-15,2024-04-21,1,Jacqueline Smith
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,JW013824,ABC Branch Manager,Regular User,2024Q2,Week 5,2024-04-29,2024-05-05,1,Jodi Williams
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,KL031265,ABC Branch Manager,Power User,2024Q2,Week 2,2024-04-08,2024-04-14,1,Kristina Lucero
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,KL031265,ABC Branch Manager,Power User,2024Q2,Week 6,2024-05-06,2024-05-12,1,Kristina Lucero
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,KM023275,ABC Branch Manager,Power User,2024Q2,Week 4,2024-04-22,2024-04-28,1,Keith Miles
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,KR066724,ABC Branch Manager,Power User,2024Q2,Week 3,2024-04-15,2024-04-21,1,Kaitlyn Ramirez
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,LT022003,ABC District Manager,Power User,2024Q2,Week 3,2024-04-15,2024-04-21,1,Lisa Thornton
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,MJ035369,EA Product Owner Manager,Power User,2024Q2,Week 10,2024-06-03,2024-06-09,1,Mr. Jose Henry
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,MY004524,ABC Branch Manager,Power User,2024Q2,Week 10,2024-06-03,2024-06-09,1,Melissa Young
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,ND024889,ABC Branch Manager,Regular User,2024Q2,Week 3,2024-04-15,2024-04-21,1,Nicholas Daniel
/shared/EA Specialists/Customer/Private Rebates/Quarterly Private Rebates/Southeast/Chris Wagner - Firestone Quarterly Reports/Chris Wagner - Fireston,/shared/EA Specialists/Customer/Private Rebates/Quarterly Private Rebates/Southeast/Steve Litaker - Best & Infinity Rfg/Steve Litaker - Best & Infinit,/shared/EA Specialists/Customer/Private Rebates/Quarterly Private Rebates/Southeast/Steve Litaker - CL Burks Construction/Steve Litaker - CL Burks Qua,PA066258,Enterprise Analytics Analyst,Power User,2024Q2,Week 1,2024-04-01,2024-04-07,1,Patricia Anderson DDS
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,NS019346,ABC Branch Manager,Regular User,2024Q2,Week 7,2024-05-13,2024-05-19,1,Nathan Salas
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,RB009545,ABC Branch Manager,Power User,2024Q2,Week 6,2024-05-06,2024-05-12,1,Richard Bowen
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,RC004513,ABC Branch Manager,Power User,2024Q2,Week 4,2024-04-22,2024-04-28,1,Robert Chapman
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,RC027323,ABC Branch Manager,Power User,2024Q2,Week 11,2024-06-10,2024-06-16,1,Rebekah Cross
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,RC027323,ABC Branch Manager,Power User,2024Q2,Week 12,2024-06-17,2024-06-23,1,Rebekah Cross
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,RH056756,ABC Branch Manager,Regular User,2024Q2,Week 8,2024-05-20,2024-05-26,1,Rhonda Hopkins
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,RL078046,ABC Branch Manager,Power User,2024Q2,Week 2,2024-04-08,2024-04-14,1,Rebecca Lee
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,RL078046,ABC Branch Manager,Power User,2024Q2,Week 4,2024-04-22,2024-04-28,1,Rebecca Lee
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,RR031609,ABC Branch Manager,Power User,2024Q2,Week 4,2024-04-22,2024-04-28,1,Ronald Rodriguez
/shared/EA Specialists/Customer/Private Rebates/Quarterly Private Rebates/Southeast/Chris Wagner - Firestone Quarterly Reports/Chris Wagner - Fireston,/shared/Enterprise Analytics/Regional Analytics/Northeast/Shingle Sales by Branch by Brand/Shingle Sales by Branch by Brand,/shared/Enterprise Analytics/_portal/Average Recovery,PA066258,Enterprise Analytics Analyst,Power User,2024Q1,Week 1,2024-01-01,2024-01-07,1,Patricia Anderson DDS
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,SN011151,ABC Branch Manager,Power User,2024Q2,Week 10,2024-06-03,2024-06-09,1,Sarah Norman
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,TP023373,ABC Branch Manager,Power User,2024Q2,Week 10,2024-06-03,2024-06-09,1,Teresa Phillips
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,TP023373,ABC Branch Manager,Power User,2024Q2,Week 12,2024-06-17,2024-06-23,1,Teresa Phillips
/shared/EA Specialists/Customer/Private Rebates/Quarterly Private Rebates/Southeast/Chris Wagner - Firestone Quarterly Reports/Chris Wagner - Fireston,/shared/Enterprise Analytics/_portal/Average Recovery,/shared/EA Specialists/Customer/Private Rebates/Monthly Private Rebates/Southeast/Apex Roofing,PA066258,Enterprise Analytics Analyst,Power User,2023Q2,Week 9,2023-05-27,2023-06-02,1,Patricia Anderson DDS
/shared/EA Specialists/Customer/Private Rebates/Quarterly Private Rebates/Southeast/Cody Herring - Guy Roofing/Cody Herring - Guy Roofing Quarterly Re,"/shared/EA Specialists/Customer/Customer Direct Reporting/The Roof Depot/The Roof Depot Monthly YTD  Dashboard - CT Landmark & XT25, Commercial GAF, A",/shared/EA Specialists/Customer/Private Rebates/Quarterly Private Rebates/Northeast/Chris Van Mol - J A Myers Building/Chris Van Mol - J A Myers Build,PA066258,Enterprise Analytics Analyst,Power User,2023Q4,Week 1,2023-10-01,2023-10-07,1,Patricia Anderson DDS
/shared/EA Specialists/Customer/Private Rebates/Quarterly Private Rebates/Southeast/Cody Herring - Guy Roofing/Cody Herring - Guy Roofing Quarterly Re,/shared/EA Specialists/Customer/Private Rebates/Quarterly Private Rebates/Southeast/Coe Steele - Latite Roofing & Sheet Metal/Coe Steele - Latite Roof,/shared/EA Specialists/Customer/Private Rebates/Quarterly Private Rebates/Southeast/Ed Mincey - Crown Roofing/Ed Mincey - Crown Roofing Quarterly Repo,PA066258,Enterprise Analytics Analyst,Power User,2023Q3,Week 1,2023-07-01,2023-07-07,1,Patricia Anderson DDS
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,TP023373,ABC Branch Manager,Power User,2024Q2,Week 7,2024-05-13,2024-05-19,1,Teresa Phillips
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,TP023373,ABC Branch Manager,Power User,2024Q2,Week 8,2024-05-20,2024-05-26,1,Teresa Phillips
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,TP023373,ABC Branch Manager,Power User,2024Q2,Week 9,2024-05-27,2024-06-02,1,Teresa Phillips
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,WZ035631,ABC Branch Manager,Power User,2024Q2,Week 11,2024-06-10,2024-06-16,1,William Zhang
/shared/EA Specialists/Customer/Private Rebates/Quarterly Private Rebates/Southeast/Cody Herring - Guy Roofing/Cody Herring - Guy Roofing Quarterly Re,/shared/EA Specialists/Customer/Private Rebates/Quarterly Private Rebates/Southeast/James Carducci - Hurricane Roofer LLC/James Carducci - Hurricane R,/shared/EA Specialists/Customer/Private Rebates/Quarterly Private Rebates/Southeast/John Early - Vie Siding & Pioneer Enterprises All Mfgs/John Early,PA066258,Enterprise Analytics Analyst,Power User,2024Q2,Week 1,2024-04-01,2024-04-07,1,Patricia Anderson DDS
/shared/EA Specialists/Customer/Private Rebates/Quarterly Private Rebates/Southeast/Coe Steele - Latite Roofing & Sheet Metal/Coe Steele - Latite Roof,/shared/EA Specialists/Customer/Private Rebates/Quarterly Private Rebates/Southeast/Cody Herring - Guy Roofing/Cody Herring - Guy Roofing Quarterly Re,/shared/EA Specialists/Customer/Private Rebates/Quarterly Private Rebates/Southeast/James Carducci - Hurricane Roofer LLC/James Carducci - Hurricane R,PA066258,Enterprise Analytics Analyst,Power User,2024Q2,Week 1,2024-04-01,2024-04-07,1,Patricia Anderson DDS
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,YJ035555,ABC Branch Manager,Power User,2024Q2,Week 3,2024-04-15,2024-04-21,1,Yvonne Jensen
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Supplier Mix,AS035873,ABC Branch Manager,Power User,2024Q2,Week 7,2024-05-13,2024-05-19,1,Andrew Smith
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Supplier Mix,BW002906,ABC Branch Manager,Power User,2024Q2,Week 1,2024-04-01,2024-04-07,1,Bradley Williams
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Supplier Mix,EM019943,ABC Branch Manager,Power User,2024Q2,Week 1,2024-04-01,2024-04-07,1,Elizabeth Morales
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Supplier Mix,JH024760,ABC Branch Manager,Regular User,2024Q2,Week 11,2024-06-10,2024-06-16,1,Jennifer Hess
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Supplier Mix,JH060804,ABC Branch Manager,Power User,2024Q2,Week 2,2024-04-08,2024-04-14,1,James Hammond
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Supplier Mix,KR021840,ABC Branch Manager,Power User,2024Q2,Week 2,2024-04-08,2024-04-14,1,Kimberly Romero
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Supplier Mix,RC027323,ABC Branch Manager,Power User,2024Q2,Week 2,2024-04-08,2024-04-14,1,Rebekah Cross
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Supplier Mix,SB030034,ABC Branch Manager,Regular User,2024Q2,Week 2,2024-04-08,2024-04-14,1,Sandra Black
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Supplier Mix,SM018138,ABC Branch Manager,Regular User,2024Q2,Week 2,2024-04-08,2024-04-14,1,Steven Mccann
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Regional Analytics/Northeast Region/Branch Share/All NE Branches/Square Sales by Customer - Asphalt Shingles,RB009545,ABC Branch Manager,Power User,2024Q2,Week 10,2024-06-03,2024-06-09,1,Richard Bowen
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/Credit Financial Services/Customer Financial Services,JO077894,Enterprise Analytics Product Specialist,Power User,2023Q1,Week 8,2023-02-19,2023-02-25,1,James Owens
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/Invoice Summary/Invoice Summary Dashboard,LG203940,T&C Purchasing Manager,Regular User,2024Q4,Week 6,2024-11-05,2024-11-11,1,Luis Green
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/Invoice Summary/Invoice Summary Dashboard,YJ035555,ABC Branch Manager,Power User,2024Q4,Week 4,2024-10-22,2024-10-28,1,Yvonne Jensen
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,BC060000,Pricing Analyst Lead,Power User,2023Q4,Week 1,2023-10-01,2023-10-07,1,Bryan Cisneros
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,BW033277,ABC Branch Manager,Power User,2024Q2,Week 3,2024-04-15,2024-04-21,1,Bradley White
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,CW008736,ABC Branch Manager,Power User,2023Q3,Week 1,2023-07-01,2023-07-07,1,Cassandra Watts
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,DM013349,ABC Branch Manager,Power User,2023Q2,Week 6,2023-05-06,2023-05-12,1,Devon Montgomery
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,EB075039,ABC Inven/Purch Admin,Regular User,2023Q4,Week 12,2023-12-17,2023-12-23,1,Erica Brown
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,HM020221,ABC Branch Manager,Power User,2023Q4,Week 3,2023-10-15,2023-10-21,1,Hunter Meyer
